Link,ARC Code,Description,Recommendations,Recommended $ Savings,Average Payback (yrs),Implementation Rate
,2.4226,USE / PURCHASE OPTIMUM SIZED COMPRESSOR,889,"$15,320,084",1.8,45.3%
,2.4227,USE COMPRESSOR AIR FILTERS,85,"$278,020",0.7,80.3%
,2.4231,REDUCE THE PRESSURE OF COMPRESSED AIR TO THE MINIMUM REQUIRED,"5,889","$23,893,005",0.5,51.3%
,2.4234,COOL COMPRESSOR AIR INTAKE WITH HEAT EXCHANGER,56,"$384,840",1.2,43.4%
,2.4235,REMOVE OR CLOSE OFF UNNEEDED COMPRESSED AIR LINES,184,"$1,207,238",0.8,61.2%
,2.4236,ELIMINATE LEAKS IN INERT GAS AND COMPRESSED AIR LINES/  VALVES,"10,149","$65,328,061",0.5,82.2%
,2.4237,SUBSTITUTE COMPRESSED AIR COOLING WITH WATER OR AIR COOLING,60,"$559,437",1.0,44.2%
,2.4238,DO NOT USE COMPRESSED AIR FOR PERSONAL COOLING,45,"$240,381",0.6,63.9%
,2.4239,ELIMINATE OR REDUCE COMPRESSED AIR USAGE,"2,280","$19,745,398",1.0,46.9%
,2.4311,RECOVER MECHANICAL ENERGY,32,"$728,299",1.4,41.4%
,2.4312,IMPROVE LUBRICATION PRACTICES,580,"$2,167,338",0.4,42.5%
,2.4313,PROVIDE PROPER MAINTENANCE OF MOTOR DRIVEN EQUIPMENT,33,"$390,469",1.1,58.6%
,2.4314,USE SYNTHETIC LUBRICANT,"1,096","$3,498,639",0.5,48.3%
,2.4321,UPGRADE OBSOLETE EQUIPMENT,208,"$14,348,815",2.8,49.2%
,2.4322,USE OR REPLACE WITH ENERGY EFFICIENT SUBSTITUTES,"1,224","$40,325,217",2.5,44.2%
,2.4323,USE OPTIMUM SIZE AND CAPACITY EQUIPMENT,377,"$8,297,913",1.8,38.3%
,2.4324,REPLACE HYDRAULIC / PNEUMATIC EQUIPMENT WITH ELECTRIC EQUIPMENT,189,"$6,134,855",2.0,32.8%
,2.4325,UPGRADE CONVEYORS,22,"$1,060,773",1.4,22.2%
,2.5111,CONVERT FROM INDIRECT TO DIRECT FIRED SYSTEMS,41,"$1,492,021",2.5,30.6%
,2.5112,USE CONTINUOUS EQUIPMENT WHICH RETAINS PROCESS HEATING CONVEYORS WITHIN THE HEATED CHAMBER,4,"$84,091",1.2,0.0%
,2.5113,USE DIRECT FLAME IMPINGEMENT OR INFRARED PROCESSING FOR CHAMBER TYPE HEATING,17,"$707,364",4.2,28.6%
,2.5114,USE SHAFT TYPE FURNACES FOR PREHEATING INCOMING MATERIAL,3,"$874,439",1.4,0.0%
,2.5115,REPOSITION OVEN WALLS TO REDUCE HEATED SPACE,12,"$65,431",0.9,25.0%
,2.5117,CONVERT TO INDIRECT TEMPERATURE CONTROL SYSTEM,2,"$74,017",1.1,50.0%
,2.5121,REDESIGN FLOW TO MINIMIZE MASS TRANSFER LENGTH,35,"$801,874",1.2,27.3%
,2.5122,"REPLACE HIGH RESISTANCE DUCTS, PIPES, AND FITTINGS",30,"$349,972",1.0,53.6%
,2.5123,REDUCE FLUID FLOW RATES,115,"$2,268,292",1.0,40.4%
,2.5124,USE GRAVITY FEEDS WHEREVER POSSIBLE,7,"$34,542",1.6,28.6%
,2.5125,SIZE AIR HANDLING GRILLS/ DUCT/S COILS TO MINIMIZE AIR RESISTANCE,15,"$168,784",4.9,40.0%
,2.5191,MODIFY DYE BECK,23,"$894,296",1.8,30.4%
,2.5192,MODIFY TEXTILE DRYERS,30,"$996,787",0.7,30.0%
,2.5193,CONVERT FROM BATCH TO CONTINUOUS OPERATION,3,"$170,150",1.0,33.3%
,2.5194,REDESIGN PROCESS,155,"$8,325,703",1.5,35.4%
,2.5195,CHANGE PRODUCT DESIGN TO REDUCE ENERGY REQUIREMENTS,44,"$2,022,378",1.7,25.6%
,2.5196,USE SMALL NUMBER OF HIGH OUTPUT UNITS INSTEAD OF MANY SMALL INEFFICIENT UNITS,21,"$2,617,231",2.3,40.0%
,2.6121,REDUCE HOT WATER TEMPERATURE TO THE MINIMUM REQUIRED,319,"$578,984",0.3,68.1%
,2.6122,ADJUST VENTS TO MINIMIZE ENERGY USE,37,"$461,026",0.6,38.9%
,2.6123,REMOVE UNNEEDED SERVICE LINES TO ELIMINATE POTENTIAL LEAKS,8,"$23,269",1.0,12.5%
,2.6124,ESTABLISH EQUIPMENT MAINTENANCE SCHEDULE,88,"$923,112",0.5,65.5%
,2.6125,KEEP EQUIPMENT CLEAN,51,"$1,014,885",0.5,77.3%
,2.6126,KEEP SOLID FUELS / RAW MATERIALS DRY,8,"$336,535",1.7,25.0%
,2.6127,MAINTAIN AIR FILTERS BY CLEANING OR REPLACEMENT,99,"$435,288",0.7,76.5%
,2.6211,CONSERVE ENERGY BY EFFICIENT USE OF VENDING MACHINES,494,"$251,828",1.6,25.1%
,2.6212,"TURN OFF EQUIPMENT DURING BREAKS, REDUCE OPERATING TIME","1,215","$10,432,079",0.4,57.2%
,2.6213,TURN OFF STEAM / HOT WATER LINES LEADING TO SPACE HEATING UNITS,21,"$974,526",1.1,36.8%
,2.6214,SHUT OFF PILOTS IN STANDBY EQUIPMENT,135,"$145,926",0.2,66.2%
,2.6215,SHUT OFF AIR CONDITIONING IN WINTER HEATING SEASON,10,"$93,374",0.5,62.5%
,2.6218,TURN OFF EQUIPMENT WHEN NOT IN USE,"2,210","$18,722,076",0.4,62.1%
,2.6221,USE MOST EFFICIENT EQUIPMENT AT IT'S MAXIMUM CAPACITY AND LESS EFFICIENT EQUIPMENT ONLY WHEN NECESSARY,331,"$6,232,531",0.7,63.4%
,2.6222,USE DRYING OVEN (BATCH TYPE) ON ALTERNATE DAYS OR OTHER OPTIMUM SCHEDULE TO RUN EQUIPMENT WITH FULL LOADS,66,"$1,497,661",0.3,60.3%
,2.6223,SCHEDULE USE OF ELEVATORS TO CONSERVE ENERGY,11,"$24,932",0.8,70.0%
,2.6224,SCHEDULE BAKING TIMES OF SMALL AND LARGE COMPONENTS,15,"$42,095",0.7,50.0%
,2.6225,ELIMINATE THIRD SHIFT,7,"$638,397",0.5,28.6%
,2.6226,OPTIMIZE FILTRATION CLEANING / REPLACEMENT TO MINIMIZE AIR RESISTANCE,6,"$61,300",0.6,50.0%
,2.6231,UTILIZE CONTROLS TO OPERATE EQUIPMENT ONLY WHEN NEEDED,883,"$11,141,174",1.0,42.7%
,2.6232,INSTALL SET-BACK TIMERS,"1,029","$3,197,053",0.7,53.1%
,2.6241,REDUCE TEMPERATURE OF PROCESS EQUIPMENT WHEN ON STANDBY,50,"$382,753",0.7,43.5%
,2.6242,MINIMIZE OPERATION OF EQUIPMENT MAINTAINED IN STANDBY CONDITION,134,"$1,909,233",0.7,50.4%
,2.7111,REDUCE ILLUMINATION TO MINIMUM NECESSARY LEVELS,"2,169","$10,090,316",0.4,51.9%
,2.7121,UTILIZE DAYLIGHT WHENEVER POSSIBLE IN LIEU OF ARTIFICIAL LIGHT,577,"$2,202,681",1.3,44.9%
,2.7122,DISCONNECT BALLASTS,402,"$1,109,493",0.7,54.0%
,2.7123,KEEP LAMPS AND REFLECTORS CLEAN,186,"$1,593,332",1.8,50.5%
,2.7124,MAKE A PRACTICE OF TURNING OFF LIGHTS WHEN NOT NEEDED,"1,116","$4,385,838",0.2,68.4%
,2.7131,ADD AREA LIGHTING SWITCHES,188,"$1,064,743",1.2,47.0%
,2.7132,INSTALL TIMERS ON LIGHT SWITCHES IN LITTLE USED AREAS,272,"$1,015,509",0.9,49.4%
,2.7133,USE SEPARATE SWITCHES ON PERIMETER LIGHTING WHICH MAY BE TURNED OFF WHEN NATURAL LIGHT IS AVAILABLE,219,"$661,681",0.9,50.2%
,2.7134,USE PHOTOCELL CONTROLS,"1,128","$3,632,033",1.0,43.3%
,2.7135,INSTALL OCCUPANCY SENSORS,"5,378","$13,614,324",1.4,41.8%
,2.7141,LOWER LIGHT FIXTURES IN HIGH CEILING AREAS,143,"$2,332,448",3.9,42.0%
,2.7142,UTILIZE HIGHER EFFICIENCY LAMPS AND/OR BALLASTS,"19,261","$145,570,092",2.6,58.9%
,2.7144,INSTALL SPECTRAL REFLECTORS / DELAMP,486,"$3,052,494",1.4,46.9%
,2.7145,INSTALL SKYLIGHTS,408,"$2,519,117",2.6,23.3%
,2.7211,CLEAN AND MAINTAIN REFRIGERANT CONDENSERS AND TOWERS,143,"$739,454",0.7,69.8%
,2.7212,INSTALL OR UPGRADE INSULATION ON HVAC DISTRIBUTION SYSTEMS,64,"$595,538",1.5,50.9%
,2.7221,LOWER TEMPERATURE DURING THE WINTER SEASON AND VICE-VERSA,"1,027","$10,016,726",3.2,63.8%
,2.7224,REDUCE SPACE CONDITIONING DURING NON-WORKING HOURS,955,"$7,978,983",0.4,53.2%
,2.7225,CLOSE OUTDOOR AIR DAMPERS DURING WARM-UP / COOL-DOWN PERIODS,12,"$143,862",1.3,33.3%
,2.7226,USE COMPUTER PROGRAMS TO OPTIMIZE HVAC PERFORMANCE,492,"$5,955,749",1.5,46.6%
,2.7227,USE WATER ON AIR CONDITIONING EXCHANGER TO IMPROVE HEAT TRANSFER AND INCREASE AIR CONDITIONER EFFICIENCY,19,"$72,701",2.1,16.7%
,2.7228,"AVOID INTRODUCING HOT, HUMID, OR DIRTY AIR INTO HVAC SYSTEM",186,"$1,333,605",1.5,45.6%
,2.7229,AIR CONDITION ONLY SPACE NECESSARY,328,"$3,680,534",1.3,41.8%
,2.7231,USE RADIANT HEATER FOR SPOT HEATING,680,"$11,754,930",1.9,26.0%
,2.7232,REPLACE  EXISTING HVAC UNIT WITH HIGH EFFICIENCY MODEL,824,"$14,670,816",3.9,42.2%
,2.7233,USE PROPERLY DESIGNED AND SIZED HVAC EQUIPMENT,176,"$5,199,554",3.2,33.8%
,2.7234,USE HEAT PUMP FOR SPACE CONDITIONING,80,"$1,050,757",5.7,36.4%
,2.7235,INSTALL FOSSIL FUEL MAKE-UP AIR UNIT,16,"$230,126",2.6,21.4%
,2.7241,INSTALL OUTSIDE AIR DAMPER / ECONOMIZER ON HVAC UNIT,582,"$7,610,252",1.9,28.1%
,2.7242,CHANGE ZONE REHEAT COILS TO VARIABLE AIR VOLUME BOXES,17,"$289,642",1.4,37.5%
,2.7243,IMPROVE AIR CIRCULATION WITH DESTRATIFICATION FANS / OTHER METHODS,841,"$8,058,193",2.1,31.8%
,2.7244,REVISE SMOKE CLEANUP FROM OPERATIONS,25,"$293,731",1.5,45.8%
,2.7245,USE DIRECT AIR SUPPLY TO EXHAUST HOODS,93,"$938,803",1.3,30.0%
,2.7251,REDUCE AIR CONDITIONING LOAD BY EVAPORATING WATER FROM ROOF,56,"$563,155",4.1,14.6%
,2.7252,UTILIZE AN EVAPORATIVE AIR PRE-COOLER OR OTHER HEAT EXCHANGER IN AC SYSTEM,86,"$1,918,460",2.8,22.1%
,2.7261,INSTALL TIMERS AND/OR THERMOSTATS,"2,306","$11,386,196",0.7,56.2%
,2.7262,SEPARATE CONTROLS OF AIR HANDLERS FROM AC/ HEATING SYSTEMS,28,"$325,336",1.1,53.8%
,2.7263,LOWER COMPRESSOR PRESSURE THROUGH A/C SYSTEM MODIFICATION,27,"$282,849",1.1,50.0%
,2.7264,INTERLOCK HEATING AND AIR CONDITIONING SYSTEMS TO PREVENT SIMULTANEOUS OPERATION,41,"$580,551",1.2,50.0%
,2.7271,REPLACE ELECTRIC REHEAT WITH HEAT PIPES,10,"$309,366",1.9,10.0%
,2.7272,INSTALL HEAT PIPES / RAISE COOLING SETPOINT,43,"$660,675",0.6,54.8%
,2.7273,INSTALL DESICCANT HUMIDITY CONTROL SYSTEM,40,"$4,488,238",1.5,27.3%
,2.7291,RESCHEDULE AND REARRANGE MULTIPLE-SOURCE HEATING SYSTEMS,42,"$611,512",0.5,48.7%
,2.7292,LOWER CEILING TO REDUCE CONDITIONED SPACE,50,"$1,127,428",2.0,36.6%
,2.7293,INSTALL DRY SPRINKLER SYSTEM OR OTHER METHOD TO REDUCE HEATING REQUIREMENTS,15,"$175,379",2.2,8.3%
,2.7311,VENTILATION SYSTEM TO SHUT OFF WHEN ROOM IS NOT IN USE,68,"$614,448",1.0,49.2%
,2.7312,MINIMIZE USE OF OUTSIDE MAKE-UP AIR FOR VENTILATION EXCEPT WHEN USED FOR ECONOMIZER CYCLE,131,"$1,072,368",1.3,37.5%
,2.7313,"RECYCLE AIR FOR HEATING, VENTILATION AND AIR CONDITIONING",154,"$3,640,826",1.7,29.0%
,2.7314,REDUCE VENTILATION AIR,608,"$7,799,389",1.0,44.7%
,2.7316,"CENTRALIZE CONTROL OF EXHAUST FANS TO ENSURE THEIR SHUTDOWN, OR ESTABLISH PROGRAM TO ENSURE MANUAL SHUTDOWN",85,"$534,581",0.5,56.8%
,2.7421,REDUCE GLAZED AREAS IN BUILDINGS,29,"$127,983",2.1,41.4%
,2.7422,PLANT TREES OR SHRUBS NEAR WINDOWS TO SHIELD FROM SUNLIGHT,44,"$80,430",2.0,43.2%
,2.7423,REDUCE HEAT GAIN BY WINDOW TINTING,56,"$261,669",2.9,29.2%
,2.7424,SHADE WINDOWS FROM SUMMER SUN,15,"$292,191",3.2,53.8%
,2.7425,CLEAN OR COLOR ROOF TO REDUCE SOLAR LOAD,224,"$5,292,979",2.5,44.9%
,2.7441,REPLACE BROKEN WINDOWS AND/OR WINDOW SASH,86,"$399,364",1.8,57.1%
,2.7442,KEEP DOORS AND WINDOWS SHUT WHEN NOT ON USE,196,"$1,021,763",0.6,71.0%
,2.7444,CLOSE HOLES AND OPENINGS IN BUILDING SUCH AS BROKEN WINDOWS,327,"$995,898",0.9,57.7%
,2.7446,UTILIZE SENSORS CONTROLLING ROOF AND WALL OPENINGS,34,"$109,805",1.5,34.4%
,2.7447,INSTALL VINYL STRIP / HIGH SPEED / AIR CURTAIN DOORS,"1,671","$9,520,215",1.3,47.6%
,2.7491,"INSULATE GLAZING, WALLS, CEILINGS, AND ROOFS",366,"$5,478,721",2.8,28.7%
,2.7492,USE PROPER THICKNESS OF INSULATION ON BUILDING ENVELOPE,397,"$2,457,537",3.2,44.3%
,2.7493,USE DOUBLE OR TRIPLE GLAZED WINDOWS TO MAINTAIN HIGHER RELATIVE HUMIDITY AND TO REDUCE HEAT LOSSES,36,"$150,394",8.7,28.0%
,2.7494,INSTALL STORM WINDOWS AND DOORS,155,"$661,391",2.3,39.3%
,2.7495,INSTALL REPLACEMENT DOORS,29,"$244,838",3.7,36.0%
,2.7496,INSTALL PARTITIONS TO REDUCE SIZE OF CONDITIONED SPACE,121,"$1,995,701",1.5,36.5%
,2.8112,COMBINE UTILITY METERS,311,"$3,586,855",0.9,29.6%
,2.8113,PURCHASE GAS DIRECTLY FROM A CONTRACT GAS SUPPLIER,336,"$12,167,417",0.4,41.9%
,2.8114,CHANGE RATE SCHEDULES OR OTHER CHANGES IN UTILITY SERVICE,"1,068","$43,911,334",2.4,43.4%
,2.8115,BASE UTILITY CHARGES ON USAGE RATHER THAN AREA OCCUPIED,7,"$187,722",1.5,66.7%
,2.8117,INSTALL SUB-METERING EQUIPMENT,13,"$556,765",0.8,50.0%
,2.8118,CHECK FOR ACCURACY OF UTILITY / POWER METERS,76,"$985,552",0.5,66.7%
,2.8121,APPLY FOR TAX-FREE STATUS FOR ENERGY PURCHASES,962,"$16,236,876",0.2,71.2%
,2.8122,USE UTILITY CONTROLLED POWER MANAGEMENT,21,"$1,054,033",0.4,66.7%
,2.8123,PAY UTILITY BILLS ON TIME,346,"$1,210,813",0.3,74.4%
,2.8124,Hire Energy Manager,3,"$172,900",0.1,0.0%
,2.8211,CONSOLIDATE FREIGHT SHIPMENTS AND/OR DELIVERIES,15,"$1,393,629",1.2,40.0%
,2.8212,REDUCE DELIVERY SCHEDULES,9,"$233,469",0.7,44.4%
,2.8221,CONSIDER INTERMEDIATE OR ECONOMY SIZE AUTOS / TRUCKS,3,"$214,656",1.3,0.0%
,2.8222,SIZE TRUCKS TO JOB,3,"$102,336",3.2,33.3%
,2.8223,ADD AIR SHIELDS TO TRUCKS TO INCREASE FUEL MILEAGE,35,"$299,867",0.6,48.5%
,2.8226,INCREASE EFFICIENCY OF TRUCKS,38,"$698,928",3.1,28.1%
,2.8227,ADJUST / MAINTAIN FORK LIFT TRUCKS FOR MOST EFFICIENT OPERATION,55,"$1,501,680",2.3,16.3%
,2.9111,USE SOLAR HEAT TO HEAT MAKE-UP AIR,24,"$166,524",7.3,0.0%
,2.9112,USE SOLAR HEAT TO HEAT WATER,85,"$1,128,635",5.8,15.5%
,2.9113,USE SOLAR HEAT FOR HEAT,40,"$1,575,668",5.9,12.1%
,2.9114,USE SOLAR HEAT TO MAKE ELECTRICTY,683,"$49,831,258",9.0,16.6%
,2.9121,INSTALL WIND POWERED ELECTRIC GENERATOR,21,"$13,421,672",6.5,10.5%
,2.9131,INSTALL HYDROGEN FUEL CELL,4,"$886,862",4.6,0.0%
,2.9141,Install Anaerobic Digester,13,"$7,617,957",5.8,33.3%
,3.1111,COVER INK CONTAINERS WHEN NOT IN USE,4,"$63,711",0.0,75.0%
,3.1114,REUSE HIGH FERROUS METAL DUST AS RAW MATERIAL,1,"$1,699",0.8,0.0%
,3.1121,USE MORE EFFICIENT ADHESIVE APPLICATORS,15,"$337,731",0.7,30.8%
,3.1131,USE MECHANICAL STRIPPING METHODS,4,"$8,121",0.9,50.0%
,3.1152,USE HIGH QUALITY SCRAP (LOW SULFUR) TO REDUCE HAZARDOUS SLUDGE GENERATION,2,"$4,463",0.9,50.0%
,3.1154,USE AN ALTERNATIVE DESULFURIZING AGENT TO ELIMINATE  HAZARDOUS SLAG FORMATION,2,"$366,227",0.0,50.0%
,3.1161,ELIMINATE/REDUCE AN OPERATION,251,"$7,225,406",0.8,34.4%
,3.1162,USE LESS WASTEFUL PACKAGING,61,"$1,495,001",0.9,25.4%
,3.1163,USE PLASTIC PALLETS INSTEAD OF WOOD,32,"$2,187,178",1.3,48.1%
,3.1171,CHANGE PRODUCT SPECS,8,"$231,298",0.1,16.7%
,3.1172,REVISE RAW MATERIAL SPECS,14,"$929,567",0.5,28.6%
,3.1175,USE A DIFFERENT OR RECYCLED RAW MATERIAL,53,"$1,856,405",0.9,36.0%
,3.1181,ELIMINATE A BY-PRODUCT,17,"$2,904,107",1.6,42.9%
,3.1182,MAKE A NEW BY-PRODUCT,43,"$13,261,254",1.5,25.0%
,3.1191,CHANGE PROCEDURES / EQUIPMENT / OPERATING CONDITIONS,509,"$35,470,559",1.2,41.2%
,3.1192,REDUCE SCRAP PRODUCTION,158,"$12,941,960",0.7,55.5%
,3.1193,CONVERT FROM BATCH OPERATION TO CONTINUOUS PROCESSING,11,"$452,758",1.0,36.4%
,3.1194,USE AUTOMATIC FLOW CONTROL,9,"$532,394",0.9,37.5%
,3.1221,USE REACTIVE RINSING,3,"$75,774",0.3,33.3%
,3.1222,REDUCE WATER USE WITH COUNTER CURRENT RINSING,11,"$198,175",0.3,40.0%
,3.1223,USE FOG NOZZLES / SPRAY RINSING INSTEAD OF IMMERSION RINSING,6,"$74,979",1.1,40.0%
,3.1227,USE COUNTER-CURRENT RINSING TO REDUCE RINSE WATER VOLUME  (GRAVURE),9,"$138,173",2.7,66.7%
,3.1241,SLOW INSERTION / WITHDRAWAL OF PARTS FROM DEGREASING TANK,1,"$3,360",2.5,100.0%
,3.1242,ALLOW DRAINAGE BEFORE WITHDRAWING OBJECT,7,"$439,851",0.4,28.6%
,3.1244,REDUCE SOLUTION DRAG-OUT TO PREVENT SOLUTION LOSS,25,"$808,742",0.4,56.0%
,3.1291,ELIMINATE PRACTICE OF MIXING WASTE STREAMS,33,"$603,207",0.9,38.7%
,3.1293,SEPARATE TREATMENTS FOR EACH TYPE OF SOLUTION AND RECYCLE,9,"$61,353",2.3,44.4%
,3.1294,SEGREGATE SPENT SOLVENTS AND REUSE IN SUBSEQUENT WASHINGS,1,"$33,833",1.3,100.0%
,3.2111,INSTALL REDUNDANT EQUIPMENT TO AVOID LOSSES CAUSED BY EQUIPMENT FAILURE AND ROUTINE MAINTENANCE,15,"$1,083,191",0.4,46.2%
,3.2121,CONVERT TO ELECTROSTATIC POWDER COATING,58,"$5,238,814",1.4,41.1%
,3.2123,CONVERT TO HIGH VOLUME LOW PRESSURE (HVLP) PAINT GUNS,254,"$9,469,243",0.4,38.2%
,3.2124,CONVERT TO AIR ASSISTED / AIRLESS PAINT GUNS,19,"$1,567,563",0.9,26.3%
,3.2135,EXTEND SOLUTION LIFE WITH FILTERING OR CARBONATE FREEZING,4,"$79,597",0.6,100.0%
,3.2136,"USE ""WASH-LESS"" PROCESSING EQUIPMENT",5,"$207,926",0.2,40.0%
,3.2141,USE CYLINDRICAL TANKS WITH HEIGHT TO DIAMETER RATIOS CLOSE TO ONE TO REDUCE WETTED SURFACE,2,"$5,168",0.3,50.0%
,3.2142,USE TANKS WITH A CONICAL BOTTOM OUTLET SECTION TO REDUCE WASTE ASSOCIATED WITH THE INTERFACE OF TWO LIQUIDS,2,"$18,545",0.4,0.0%
,3.2161,CLOSELY MONITOR CHEMICAL ADDITIONS TO INCREASE BATH LIFE,7,"$675,786",0.6,28.6%
,3.2171,USE AN AUTOMATIC PLATE PROCESSOR,4,"$706,877",0.9,25.0%
,3.2172,USE AUTOMATIC CLEANING EQUIPMENT,15,"$478,114",1.6,42.9%
,3.2173,CONVERT TO ROBOTIC PAINTING,5,"$491,142",2.1,25.0%
,3.2176,INCREASE USE OF AUTOMATION,122,"$11,847,895",1.2,28.2%
,3.3111,ADJUST PH FOR NEUTRALIZATION,7,"$252,613",1.8,14.3%
,3.3112,UTILIZE OXIDATION/REDUCTION FOR NEUTRALIZATION,2,"$110,931",0.7,50.0%
,3.3113,USE OTHER METHODS FOR NEUTRALIZATION,10,"$1,013,992",1.8,20.0%
,3.3121,"USE SCREENING, MAGNETIC SEPARATION TO REMOVE CONTAMINANTS",6,"$495,412",1.1,16.7%
,3.3122,"USE FILTRATION, CENTRIFUGING TO REMOVE CONTAMINANTS",84,"$4,321,297",1.8,30.8%
,3.3123,"USE DECANTING, FLOTATION TO REMOVE CONTAMINANTS",8,"$488,181",1.7,33.3%
,3.3125,"USE DISTILLATION, EVAPORATION TO REMOVE CONTAMINANTS",39,"$921,749",1.6,25.0%
,3.3126,"USE ABSORPTION, EXTRACTION TO REMOVE CONTAMINANTS",7,"$338,543",1.2,42.9%
,3.3127,"USE ADSORPTION, ION EXCHANGE TO REMOVE CONTAMINANTS",10,"$577,388",3.0,11.1%
,3.3128,UTILIZE OTHER METHODS TO REMOVE CONTAMINANTS,71,"$14,938,362",1.7,25.4%
,3.3131,USE EVAPORATION TO CONCENTRATE MATERIAL,158,"$2,137,103",1.6,28.3%
,3.3132,USE REVERSE OSMOSIS TO CONCENTRATE MATERIAL,21,"$1,079,504",1.8,30.0%
,3.3133,USE OTHER WASTE CONCENTRATION METHODS,28,"$716,700",1.9,40.0%
,3.4111,USE CLOSED CYCLE PROCESS TO MINIMIZE WASTE  WATER PRODUCTION,319,"$14,927,151",1.4,38.4%
,3.4112,"RECOVERY METALS FROM RINSE WATER(EVAP., ION EXCHANGE, RO, ELECTROLYSIS, ELECTRODIALYSIS) AND REUSE RINSE WATER",27,"$1,293,248",1.9,48.1%
,3.4113,TREAT AND REUSE RINSE WATERS,132,"$3,653,449",1.4,37.4%
,3.4114,REPLACE CITY WATER WITH RECYCLED WATER VIA COOLING TOWER,195,"$5,317,464",3.1,32.2%
,3.4115,RECOVER AND REUSE COOLING WATER,303,"$6,219,766",1.2,41.9%
,3.4116,METER RECYCLED WATER (TO REDUCE SEWER CHARGES),333,"$3,619,443",0.7,38.0%
,3.4131,MINIMIZE CONTAMINATION OF WATER BEFORE TREATMENT,31,"$3,246,893",2.4,46.4%
,3.4132,USE DEIONIZED WATER IN UPSTREAM RINSE TANKS,4,"$196,171",1.5,25.0%
,3.4133,CLEAN FOULING FROM WATER LINES REGULARLY,7,"$115,975",1.1,33.3%
,3.4141,REPLACE THE CHLORINATION STAGE WITH AN OXYGEN OR OZONE STAGE,17,"$488,411",3.0,6.7%
,3.4144,PERFORM HIGH CONSISTENCY GAS PHASE CHLORINATION,1,"$1,960",0.3,0.0%
,3.4145,USE MAGNETIC TECHNOLOGY TO TREAT WATER,25,"$459,092",2.0,20.0%
,3.4146,CHANGE METHOD OF DEIONIZED WATER PRODUCTION,4,"$422,310",2.6,100.0%
,3.4151,MINIMIZE WATER USAGE,584,"$7,591,903",1.2,43.0%
,3.4152,CAREFULLY CONTROL WATER LEVEL IN MASS FINISHING EQUIPMENT,3,"$65,689",0.3,100.0%
,3.4153,USE COUNTER CURRENT RINSING TO REDUCE WASTE WATER,24,"$814,342",0.6,31.8%
,3.4154,ELIMINATE LEAKS IN WATER LINES AND VALVES,185,"$1,237,446",1.7,76.5%
,3.4155,METER WASTE WATER,245,"$2,841,369",0.8,39.4%
,3.4156,USE FLOW CONTROL VALVES ON EQUIPMENT TO OPTIMIZE WATER USE,114,"$1,066,748",0.7,50.5%
,3.4157,REPLACE WATER COOLING ON PROCESSES WITH AIR COOLING,25,"$342,797",1.9,56.0%
,3.4158,USE MINIMUM COOLING WATER TO BEARINGS,4,"$21,772",0.7,50.0%
,3.4159,REPLACE TREATED WATER WITH WELL / SURFACE WATER,23,"$1,145,141",1.8,21.1%
,3.5111,FILTER AND REUSE HYDRAULIC OIL,40,"$566,143",1.0,24.3%
,3.5112,REPROCESS SPENT OILS ON SITE FOR RE-USE,40,"$1,456,001",0.9,37.8%
,3.5113,SELL OIL TO RECYCLER,12,"$42,840",0.7,41.7%
,3.5121,RECYCLE WASTE INK AND CLEANUP SOLVENT,31,"$622,984",0.8,46.4%
,3.5131,RECYCLE WHITE WATER,49,"$2,172,290",1.3,39.6%
,3.5132,REUSE RICH WHITE WATER IN OTHER APPLICATIONS,7,"$631,548",0.8,16.7%
,3.5142,TREAT AND REUSE EQUIPMENT CLEANING SOLUTIONS,13,"$151,718",1.9,27.3%
,3.5143,RETURN SPENT SOLUTIONS TO THE MANUFACTURER,6,"$84,002",0.5,20.0%
,3.5144,RECYCLE SPENT TANNING SOLUTION,1,"$136,000",2.1,0.0%
,3.5145,RECOVER AND REUSE SPENT ACID BATHS,16,"$484,041",0.9,37.5%
,3.5146,UTILIZE A CENTRAL COOLANT SYSTEM FOR CLEANING AND REUSE OF METAL WORKING FLUID,38,"$706,756",2.2,31.4%
,3.5211,REUSE SCRAP GLASS AS FEED STOCK,8,"$745,974",0.1,57.1%
,3.5212,"REGRIND,  REUSE, OR SELL SCRAP PLASTIC PARTS",200,"$4,519,484",0.4,39.8%
,3.5213,REUSE SCRAP PRINTED PAPER FOR MAKE-READY,4,"$42,138",0.4,50.0%
,3.5215,AVOID CONTAMINATION OF END PIECES AND REUSE AS FEED STOCK,8,"$561,146",0.8,50.0%
,3.5216,RECYCLE NONFERROUS DUST,9,"$936,765",0.2,33.3%
,3.5217,REUSE / RECYCLE/ SELL PAPER PRODUCTS,253,"$7,336,636",0.4,49.6%
,3.5218,REUSE / RECYCLE/ SELL RUBBER PRODUCTS,28,"$785,063",0.5,28.6%
,3.5221,RECYCLE CASTING SAND,30,"$4,263,887",1.2,37.0%
,3.5222,"USE SAND FOR OTHER PURPOSES (EG CONSTRUCTION FILL, COVER FOR MUNICIPAL LANDFILLS)",13,"$661,749",0.3,41.7%
,3.5241,SELL USED PLATES TO AN ALUMINUM RECYCLER,9,"$34,371",0.5,66.7%
,3.5242,RECOVER METALS FROM SPENT SOLUTIONS AND RECYCLE,22,"$977,612",1.2,13.6%
,3.5244,RECOVER METALS FROM CASTING SAND,3,"$94,304",0.1,0.0%
